Industry1,Industry2,ETF Correlation
Biotechnology,Building Products & Equipment,0.67128523553836
Semiconductor Equipment & Materials,Building Products & Equipment,0.5220833591186924
Residential Construction,Building Products & Equipment,-0.1984649055758089
Utilities - Regulated Electric,Building Products & Equipment,0.15399045243647663
Consumer Electronics,Biotechnology,-0.14337260363808918
Software - Infrastructure,Biotechnology,0.12912201294738684
Banks - Diversified,Biotechnology,0.19644700622810332
Semiconductors,Biotechnology,-0.03395256543331337
Oil & Gas Integrated,Biotechnology,0.34639983779537964
Drug Manufacturers - General,Biotechnology,0.25014059675674666
Healthcare Plans,Biotechnology,0.14557755731494576
Household & Personal Products,Biotechnology,0.477360470649208
Credit Services,Biotechnology,-0.1903545197636442
Home Improvement Retail,Biotechnology,-0.22516107355622467
Discount Stores,Biotechnology,-0.001211642076725753
Software - Application,Biotechnology,0.3912027361053676
Medical Instruments & Supplies,Biotechnology,-0.11740321511580024
Oil & Gas E&P,Biotechnology,-0.020959030313254825
Specialty Retail,Biotechnology,-0.03335152981546918
Specialty Industrial Machinery,Biotechnology,0.058480994133021505
Restaurants,Biotechnology,0.11363821802124034
Gambling,Biotechnology,0.15102151438529782
Aerospace & Defense,Biotechnology,-0.10665719233667603
Solar,Biotechnology,-0.1375329517084124
Building Products & Equipment,Biotechnology,0.67128523553836
Biotechnology,Biotechnology,1.0
Semiconductor Equipment & Materials,Biotechnology,0.17836384002764855
Residential Construction,Biotechnology,-0.1987193760413376
Utilities - Regulated Electric,Biotechnology,-0.11456899644148673
Consumer Electronics,Semiconductor Equipment & Materials,0.5133778610638741
Software - Infrastructure,Semiconductor Equipment & Materials,0.7166442557160391
Banks - Diversified,Semiconductor Equipment & Materials,0.4974443245723523
Semiconductors,Semiconductor Equipment & Materials,0.29855227249698985
Oil & Gas Integrated,Semiconductor Equipment & Materials,0.45130866102040107
Drug Manufacturers - General,Semiconductor Equipment & Materials,0.5806773540369973
Healthcare Plans,Semiconductor Equipment & Materials,0.3863670949785462
Household & Personal Products,Semiconductor Equipment & Materials,0.3504771390053873
Credit Services,Semiconductor Equipment & Materials,0.5008188697127419
Home Improvement Retail,Semiconductor Equipment & Materials,0.12597001505023275
Discount Stores,Semiconductor Equipment & Materials,0.39962430083831435
Software - Application,Semiconductor Equipment & Materials,0.48913186026641103
Medical Instruments & Supplies,Semiconductor Equipment & Materials,0.6269800910402891
Oil & Gas E&P,Semiconductor Equipment & Materials,0.6844803925471185
Specialty Retail,Semiconductor Equipment & Materials,0.6824971102715485
Specialty Industrial Machinery,Semiconductor Equipment & Materials,0.3081229905830535
Restaurants,Semiconductor Equipment & Materials,0.39677215312051317
Gambling,Semiconductor Equipment & Materials,0.38354443975721514
Aerospace & Defense,Semiconductor Equipment & Materials,0.21720392295645857
Solar,Semiconductor Equipment & Materials,0.24299568838613603
Building Products & Equipment,Semiconductor Equipment & Materials,0.5220833591186924
Biotechnology,Semiconductor Equipment & Materials,0.17836384002764855
Semiconductor Equipment & Materials,Semiconductor Equipment & Materials,1.0
Residential Construction,Semiconductor Equipment & Materials,0.12935070283925623
Utilities - Regulated Electric,Semiconductor Equipment & Materials,0.6319822895038446
Consumer Electronics,Residential Construction,0.3399731757821791
Software - Infrastructure,Residential Construction,0.20799360085923033
Banks - Diversified,Residential Construction,0.0960645179511922
Semiconductors,Residential Construction,0.3803508652489956
Oil & Gas Integrated,Residential Construction,0.07293914308186403
Drug Manufacturers - General,Residential Construction,0.021921291038626785
Healthcare Plans,Residential Construction,0.20617560915642236
Household & Personal Products,Residential Construction,-0.2521367782519988
Credit Services,Residential Construction,0.6157813108820981
Home Improvement Retail,Residential Construction,0.4202892690901303
Discount Stores,Residential Construction,0.37712579798080137
Software - Application,Residential Construction,-0.06138240653237124
Medical Instruments & Supplies,Residential Construction,0.4976678434126547
Oil & Gas E&P,Residential Construction,0.33551581217279186
Specialty Retail,Residential Construction,0.35582500445412907
Specialty Industrial Machinery,Residential Construction,0.22277275166201724
Restaurants,Residential Construction,-0.20682078179759567
Gambling,Residential Construction,0.24817592811820716
Aerospace & Defense,Residential Construction,0.38926313887791114
Solar,Residential Construction,0.8867147908513995
Building Products & Equipment,Residential Construction,-0.1984649055758089
Biotechnology,Residential Construction,-0.1987193760413376
Semiconductor Equipment & Materials,Residential Construction,0.12935070283925623
Residential Construction,Residential Construction,1.0
Utilities - Regulated Electric,Residential Construction,0.48598427895722907
Consumer Electronics,Utilities - Regulated Electric,0.4624661997065475
Software - Infrastructure,Utilities - Regulated Electric,0.46616047104171127
Banks - Diversified,Utilities - Regulated Electric,0.18199465544520108
Semiconductors,Utilities - Regulated Electric,0.38533141873347904
Oil & Gas Integrated,Utilities - Regulated Electric,0.10707071341726582
Drug Manufacturers - General,Utilities - Regulated Electric,0.13476486844881308
Healthcare Plans,Utilities - Regulated Electric,0.2689297946551696
Household & Personal Products,Utilities - Regulated Electric,0.0442733245452546
Credit Services,Utilities - Regulated Electric,0.7188590282873569
Home Improvement Retail,Utilities - Regulated Electric,0.4400698947564336
Discount Stores,Utilities - Regulated Electric,0.48620224884682606
Software - Application,Utilities - Regulated Electric,0.18971896290687312
Medical Instruments & Supplies,Utilities - Regulated Electric,0.9969991214134883
Oil & Gas E&P,Utilities - Regulated Electric,0.5522426536555054
Specialty Retail,Utilities - Regulated Electric,0.5731466974856348
Specialty Industrial Machinery,Utilities - Regulated Electric,0.12321684743099182
Restaurants,Utilities - Regulated Electric,0.09902038101264442
Gambling,Utilities - Regulated Electric,0.17858647261434085
Aerospace & Defense,Utilities - Regulated Electric,0.3279548224308325
Solar,Utilities - Regulated Electric,0.5458738192055426
Building Products & Equipment,Utilities - Regulated Electric,0.15399045243647663
Biotechnology,Utilities - Regulated Electric,-0.11456899644148673
Semiconductor Equipment & Materials,Utilities - Regulated Electric,0.6319822895038446
Residential Construction,Utilities - Regulated Electric,0.48598427895722907
Utilities - Regulated Electric,Utilities - Regulated Electric,1.0
